imdb_id,rank_afc_2007,rank_afc_1998,rank_wga_2005,rank_ss_2012,included_in_guardian_list,included_in_1001_book,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,metascore,imdb_rating,imdb_votes,alternate_title
tt0046022,,,,,,TRUE,The Earrings of Madame de...,1953,APPROVED,19-Jul-54,105 min,"Drama, Romance",Max Oph__ls,"Louise de Vilmorin (novel), Marcel Achard (screenplay), Max Oph__ls (screenplay), Annette Wademant, Marcel Achard (dialogue)","Charles Boyer, Danielle Darrieux, Vittorio De Sica, Jean Debucourt","In the Paris of the late 19th century, Louise, wife of a general, sells the earrings her husband gave her as a wedding gift: she needs money to cover her debts. The general secretly buys ...","French, Turkish","France, Italy",N/A,http://ia.media-imdb.com/images/M/MV5BMzg5MTg1OTg3OV5BMl5BanBnXkFtZTgwNzYzMjE1MjE@._V1_SX300.jpg,N/A,8.1,"6,193","Earrings of Madame DeÉ, The (Madame deÉ)"
tt0046345,,,,,,TRUE,Summer with Monika,1953,R,9-Feb-53,96 min,"Drama, Romance",Ingmar Bergman,Per Anders Fogelstr__m (screenplay),"Harriet Andersson, Lars Ekborg, Dagmar Ebbesen, _…ke Fridell","Harry Lund is a nineteen-year-old man who meets Monika, a romantic, reckless and rebellious seventeen-year-old, and they fall in love. They leave their families and jobs in their small town...",Swedish,Sweden,N/A,http://ia.media-imdb.com/images/M/MV5BZWM5MmZhZTUtMzk4NS00ZDI0LWIzZWUtZmVkMTlkYjZjZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.6,"7,718",Summer with Monika (Sommaren med Monika)
tt0045793,,52,,,,TRUE,From Here to Eternity,1953,NOT RATED,19-Oct-53,118 min,"Drama, Romance, War",Fred Zinnemann,"Daniel Taradash (screen play), James Jones (based upon the novel by)","Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed","In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",English,USA,Won 8 Oscars. Another 14 wins & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,N/A,7.8,"34,181",From Here To Eternity
tt0046303,45,69,,,,TRUE,Shane,1953,APPROVED,24-Sep-53,118 min,"Drama, Romance, Western",George Stevens,"A.B. Guthrie Jr. (screenplay), Jack Sher (additional dialogue), Jack Schaefer (based on the novel by)","Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde","A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",English,USA,Won 1 Oscar. Another 3 wins & 10 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTNiMDVkMzUtOTNhZi00MmUyLWFmZDctZmMxZDYzMTk1MWY1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,7.7,"28,260",Shane
tt0044953,,,,,,TRUE,The Naked Spur,1953,PASSED,26-Jun-53,91 min,"Thriller, Western",Anthony Mann,"Sam Rolfe, Harold Jack Bloom","James Stewart, Janet Leigh, Robert Ryan, Ralph Meeker",A bounty hunter trying to bring a murderer to justice is forced to accept the help of two less-than-trustworthy strangers.,English,USA,Nominated for 1 Oscar. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BMTQzNTI3MzY0NV5BMl5BanBnXkFtZTgwMDg0MDgyMTE@._V1_SX300.jpg,N/A,7.5,"7,701","Naked Spur, The"
tt0047478,,,,17,,TRUE,Seven Samurai,1954,UNRATED,19-Nov-56,207 min,"Action, Adventure, Drama",Akira Kurosawa,"Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)","Toshir_´ Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki",A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,Japanese,Japan,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MDY1MjU5MF5BMl5BanBnXkFtZTgwNDM2OTE4MzE@._V1_SX300.jpg,98,8.7,"232,249",Seven Samurai (Shichinin no samurai)
tt0047834,,,,,,TRUE,Animal Farm,1954,UNRATED,13-Feb-56,72 min,"Animation, Drama","Joy Batchelor, John Halas","George Orwell (based on memorable fable), Lothar Wolff (story development), Borden Mace (story development), Philip Stapp (story development), Joseph Bryan III (story development), John Halas (story development), Joy Batchelor (story development)","Gordon Heath, Maurice Denham",A successful farmyard revolution by the resident animals vs. the farmer goes horribly wrong as the victors create a new tyranny among themselves.,English,"UK, USA",N/A,http://ia.media-imdb.com/images/M/MV5BMTI3NzI2OTA2OF5BMl5BanBnXkFtZTcwNjM0MDcyMQ@@._V1_SX300.jpg,N/A,7.2,"10,397",Animal Farm
tt0047472,,,,,,TRUE,Seven Brides for Seven Brothers,1954,G,6-Aug-54,102 min,"Comedy, Drama, Musical",Stanley Donen,"Albert Hackett (screenplay), Frances Goodrich (screenplay), Dorothy Kingsley (screenplay), Stephen Vincent Benet (story ""The Sobbin' Women"")","Howard Keel, Jeff Richards, Russ Tamblyn, Tommy Rall","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",English,USA,Won 1 Oscar. Another 4 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0Njk2MDQ4NF5BMl5BanBnXkFtZTcwNjg0NTA0OQ@@._V1_SX300.jpg,N/A,7.4,"16,158",Seven Brides for Seven Brothers
tt0046754,,,,,,TRUE,The Barefoot Contessa,1954,APPROVED,29-Sep-54,128 min,"Crime, Drama, Mystery",Joseph L. Mankiewicz,Joseph L. Mankiewicz,"Humphrey Bogart, Ava Gardner, Edmond O'Brien, Marius Goring","At Maria Vargas' funeral, several people recall who she was and the impact she had on them. Harry Dawes was a not very successful writer/director when he and movie producer Kirk Edwards ...","English, Spanish, Italian","USA, Italy",Won 1 Oscar. Another 1 win & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE0NDU3MzEzM15BMl5BanBnXkFtZTcwNTY1MTcyNA@@._V1_SX300.jpg,N/A,7.1,"7,009","Barefoot Contessa, The"
tt0047296,19,8,18,,,TRUE,On the Waterfront,1954,NOT RATED,22-Jun-54,108 min,"Crime, Drama, Romance",Elia Kazan,"Budd Schulberg (screenplay), Budd Schulberg (based upon an original story by), Malcolm Johnson (suggested by articles by)","Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,English,USA,Won 8 Oscars. Another 21 wins & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMTU3MjI1OV5BMl5BanBnXkFtZTgwNjE2OTI3MjE@._V1_SX300.jpg,88,8.2,"102,040",On The Waterfront
tt0047445,,,,,,TRUE,Sansho the Bailiff,1954,NOT RATED,N/A,124 min,Drama,Kenji Mizoguchi,"Ogai Mori (short story ""Sansh_´ day_»""), Fuji Yahiro (screenplay), Yoshikata Yoda (screenplay)","Kinuyo Tanaka, Yoshiaki Hanayagi, Ky_´ko Kagawa, Eitar_´ Shind_´","In mediaeval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",Japanese,Japan,1 win & 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNTcwNjEzNF5BMl5BanBnXkFtZTcwODc0OTM0MQ@@._V1._CR56,19,298,474_UX182_CR0,0,182,268_AL_.jpg",N/A,8.4,"10,302",Sansho the Bailiff (Sansho dayu)
tt0047528,,,,,,TRUE,La Strada,1954,NOT RATED,16-Jul-56,108 min,Drama,Federico Fellini,"Federico Fellini (story and screenplay), Tullio Pinelli (story and screenplay), Tullio Pinelli (dialogue), Ennio Flaiano (screenplay)","Anthony Quinn, Giulietta Masina, Richard Basehart, Aldo Silvani","A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Italian,Italy,Won 1 Oscar. Another 11 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTgzNTI2MDAxOF5BMl5BanBnXkFtZTgwMTAyODEwMzE@._V1_SX300.jpg,N/A,8.1,"46,760",La Strada (The Road)
tt0047443,,,,,,TRUE,Salt of the Earth,1954,N/A,14-Mar-54,94 min,"Drama, History",Herbert J. Biberman,Michael Wilson (by),"Will Geer, David Wolfe, Mervin Williams, David Sarvis","Mexican workers at a Zinc mine call a general strike. It is only through the solidarity of the workers, and importantly the indomitable resolve of their wives, mothers and daughters, that they eventually triumph.","English, Spanish",USA,3 wins.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MTMxOTA1M15BMl5BanBnXkFtZTYwNzkzNDM5._V1_UY268_CR3,0,182,268_AL_.jpg",N/A,7.5,"2,120",Salt of the Earth
tt0047469,,,,,,TRUE,Senso,1954,NOT RATED,8-Jul-68,123 min,"Drama, History, Romance",Luchino Visconti,"Luchino Visconti (story), Suso Cecchi D'Amico (story), Camillo Boito (novel), Suso Cecchi D'Amico (screenplay), Luchino Visconti (screenplay), Carlo Alianello (collaboration), Giorgio Bassani (collaboration), Giorgio Prosperi (collaboration), Tennessee Williams (dialogue collaborator), Paul Bowles (dialogue collaborator)","Farley Granger, Alida Valli, Massimo Girotti, Heinz Moog",A troubled and neurotic Italian Countess betrays her entire country for a self-destructive love affair with an Austrian Lieutenant.,"Italian, German",Italy,3 wins & 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAwZjIzZjYtZTBmMi00NzM4LWJhYTAtNDFhNzNlZjkyMWRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",N/A,7.7,"4,255",Senso (The Wanton Countess)
tt0046828,,,,,,TRUE,Carmen Jones,1954,APPROVED,28-Oct-54,105 min,"Drama, Musical, Romance",Otto Preminger,"Oscar Hammerstein II (book), Harry Kleiner (screenplay)","Harry Belafonte, Dorothy Dandridge, Pearl Bailey, Olga James","Contemporary version of the Bizet opera, with new lyrics and an African-American cast.",English,USA,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BMTczOTc2NDUzMV5BMl5BanBnXkFtZTgwOTYxNjIxMDE@._V1_SX300.jpg,N/A,6.9,"3,290",Carmen Jones
tt0047522,,,,,,TRUE,A Star Is Born,1954,APPROVED,16-Oct-54,154 min,"Drama, Musical, Romance",George Cukor,"Moss Hart (screenplay), Dorothy Parker, Alan Campbell, Robert Carson, William A. Wellman, Robert Carson","Judy Garland, James Mason, Jack Carson, Charles Bickford","A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral.",English,USA,Nominated for 6 Oscars. Another 5 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2MzMwYzUtZjk0Yy00MGM2LTk1NmUtMmVhYjRhNzNmZmIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,7.8,"10,756","Star is Born, A"
tt0046511,,,,41,TRUE,TRUE,Journey to Italy,1954,NOT RATED,7-Sep-54,97 min,"Drama, Romance",Roberto Rossellini,"Vitaliano Brancati (story and screenplay), Roberto Rossellini (story and screenplay), Colette (novel)","Ingrid Bergman, George Sanders, Maria Mauban, Anna Proclemer","Catherine and Alexander, wealthy and sophisticated, drive to Naples to dispose of a deceased uncle's villa. There's a coolness in their relationship and aspects of Naples add to the strain....","English, Italian","Italy, France",2 wins.,http://ia.media-imdb.com/images/M/MV5BMTQ0MTc2MDEwN15BMl5BanBnXkFtZTcwNDAzNDMzMQ@@._V1_SX300.jpg,100,7.4,"5,366",Journey to Italy (Viaggio in Italia)
tt0047136,,,,,,TRUE,Johnny Guitar,1954,UNRATED,27-May-54,110 min,"Drama, Romance, Western",Nicholas Ray,"Philip Yordan (screenplay), Roy Chanslor (novel)","Joan Crawford, Sterling Hayden, Mercedes McCambridge, Scott Brady","A strong willed female saloon owner is wrongly suspected of murder and bank robbery by a lynch mob, when she helps a wounded gang member.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0OTAzNzY5OF5BMl5BanBnXkFtZTgwOTM3NTU3MzE@._V1_SX300.jpg,83,7.7,"11,261",Johnny Guitar
tt0047396,48,42,83,,,TRUE,Rear Window,1954,APPROVED,1-Sep-54,112 min,"Mystery, Thriller",Alfred Hitchcock,"John Michael Hayes (screenplay), Cornell Woolrich (based on the short story by)","James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.,English,USA,Nominated for 4 Oscars. Another 6 wins & 8 nominations.,http://ia.media-imdb.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,8.5,"317,965",Rear Window
tt0047495,,,,,,TRUE,Silver Lode,1954,APPROVED,23-Jul-54,81 min,Western,Allan Dwan,"Karen DeWolf (story), Karen DeWolf (screenplay)","John Payne, Lizabeth Scott, Dan Duryea, Dolores Moran","Dan Ballard, a respected citizen in the western town of Silver Lode, has his wedding interrupted by four men led by Ned McCarthy, an old acquaintance who, as a US Marshal, arrests Ballard ...",English,USA,N/A,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWVjNWM4NTgtMjJiNi00NTZmLWI0NDItNmM2NzM2MWYyZjdmXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.1,987,Silver Lode
tt0048121,,,,,,TRUE,Hill 24 Doesn't Answer,1955,APPROVED,2-Nov-55,101 min,"Adventure, Drama, Romance",Thorold Dickinson,"Zvi Kolitz (story and screenplay), Peter Frye (screenplay)","Edward Mulhare, Haya Harareet, Michael Shillo, Michael Wager",This was the first movie produced in Israel. It deals with the outbreak of hostilities during the war for independence in 1947. The message of this film was the sadness and stupidity of ...,"English, Hebrew",Israel,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTAwNjY4ODI1NDBeQTJeQWpwZ15BbWU4MDE0OTE5OTAx._V1_SX300.jpg,N/A,6.1,264,Hill 24 Doesn't Answer (Giv'a 24 Eina Ona)
tt0048308,,,,,,TRUE,Lola Mont_¨s,1955,NOT RATED,23-Dec-55,116 min,"Biography, Drama, Romance",Max Oph__ls,"C_©cil Saint-Laurent (based on the novel by: ""La vie extraordinaire de Lola Mont_¨s""), Max Oph__ls (scenario), Annette Wademant (adaptation), Max Oph__ls (adaptation), Jacques Natanson (dialogue)","Martine Carol, Peter Ustinov, Anton Walbrook, Henri Guisol","The film tells the tragic story of Lola Mont_¨s, a great adventurer who becomes the main attraction of a circus after being the lover of various important European men.","French, German, English","France, West Germany",N/A,http://ia.media-imdb.com/images/M/MV5BMjI1Mzk3NDc0MV5BMl5BanBnXkFtZTgwMjgzMjE1MjE@._V1_SX300.jpg,N/A,7.4,"3,525",Lola Montes (The Sins of Lola Montes)
tt0048281,,,,,TRUE,TRUE,Ladykillers,1955,N/A,24-Feb-56,91 min,"Comedy, Crime",Alexander Mackendrick,William Rose (story and screenplay),"Alec Guinness, Cecil Parker, Herbert Lom, Peter Sellers",Five diverse oddball criminal types planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,English,UK,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ5Njg0NTI1MF5BMl5BanBnXkFtZTcwMDI0MTcxMw@@._V1._CR43,66,324,433_UY268_CR9,0,182,268_AL_.jpg",N/A,7.8,"20,868","Ladykillers, The"
tt0047840,,,,,,TRUE,Artists and Models,1955,UNRATED,7-Nov-55,109 min,"Comedy, Musical, Romance",Frank Tashlin,"Herbert Baker, Michael Davidson (play), Hal Kanter, Norman Lessing (play), Don McGuire, Frank Tashlin","Dean Martin, Jerry Lewis, Shirley MacLaine, Dorothy Malone",Rick Todd uses the dreams of his roommate Eugene as the basis for a successful comic book.,English,USA,N/A,http://ia.media-imdb.com/images/M/MV5BMTY0NzczNTM5OV5BMl5BanBnXkFtZTcwNDQwMzQyMQ@@._V1_SX300.jpg,N/A,6.7,"2,360",Artists and Models
tt0048140,,,,,,TRUE,Guys and Dolls,1955,APPROVED,16-Jan-56,150 min,"Comedy, Musical, Romance",Joseph L. Mankiewicz,"Jo Swerling (based upon the play: ""Guys and Dolls"" book by), Abe Burrows (based upon the play: ""Guys and Dolls"" book by), Damon Runyon (from a story), Joseph L. Mankiewicz (written for the screen by)","Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",English,USA,Nominated for 4 Oscars. Another 2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BZGJlZTBiZTAtN2I3ZS00NzJmLWEwOTAtYjlkZjg0NzVmOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,7.3,"11,960",Guys and Dolls
tt0048641,,,,,,TRUE,Smiles of a Summer Night,1955,APPROVED,23-Dec-57,108 min,"Comedy, Romance",Ingmar Bergman,Ingmar Bergman,"Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson, Margit Carlqvist",It's late nineteenth century Sweden. Middle aged lawyer Fredrik Egerman and his nineteen year old current wife Anne Egerman's two-year marriage has not yet been consummated. Fredrik wants ...,Swedish,Sweden,Nominated for 3 BAFTA Film Awards. Another 2 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjEzNjQzNTA3NF5BMl5BanBnXkFtZTcwMzE4MzUyMQ@@._V1_SX300.jpg,N/A,7.9,"9,084",Smiles of a Summer Night (Sommarnattens leende)
tt0048424,,,,,,TRUE,The Night of the Hunter,1955,APPROVED,24-Nov-55,92 min,"Crime, Drama, Film-Noir","Charles Laughton, Robert Mitchum, Terry Sanders","Davis Grubb (from the novel by), James Agee (screen play)","Robert Mitchum, Shelley Winters, Lillian Gish, James Gleason","A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid $10,000 he'd stolen in a robbery.",English,USA,2 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTExODUyNTY4OTNeQTJeQWpwZ15BbWU3MDI5NjY2MTQ@._V1_SX300.jpg,99,8.1,"65,359","Night of the Hunter, The"
tt0048488,,,,,,TRUE,The Phenix City Story,1955,N/A,14-Aug-55,100 min,"Crime, Drama, Film-Noir",Phil Karlson,"Crane Wilbur (screenplay), Daniel Mainwaring (screenplay)","John McIntire, Richard Kiley, Kathryn Grant, Edward Andrews",A crime-busting lawyer and his initially reluctant attorney father take on the forces that run gambling and prostitution in their small Southern town.,English,USA,N/A,http://ia.media-imdb.com/images/M/MV5BNzZlMDhhZmQtZWE0ZS00NGFlLWI3MDgtZTkzNmQ0NGE4OGMxXkEyXkFqcGdeQXVyMjM0NDkyMDg@._V1_SX300.jpg,N/A,7.4,"1,534","Phenix City Story, The"
tt0047849,,,,,,TRUE,Bad Day at Black Rock,1955,APPROVED,7-Jan-55,81 min,"Crime, Drama, Mystery",John Sturges,"Millard Kaufman (screen play), Don McGuire (adaptation), Howard Breslin (based on a story by)","Spencer Tracy, Robert Ryan, Anne Francis, Dean Jagger","A one-handed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",English,USA,Nominated for 3 Oscars. Another 3 wins & 5 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MzQ1MDAyM15BMl5BanBnXkFtZTgwNjk0NjYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.8,"14,425",Bad Day at Black Rock
tt0048261,,,,,,TRUE,Kiss Me Deadly,1955,APPROVED,18-May-55,106 min,"Crime, Film-Noir, Mystery",Robert Aldrich,"Mickey Spillane (novel), A.I. Bezzerides (screenplay)","Ralph Meeker, Albert Dekker, Paul Stewart, Juano Hernandez","A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit.""","English, Italian, Spanish",USA,1 win.,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAyMTQxMjg5Nl5BMl5BanBnXkFtZTcwNzUzNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.7,"14,113",Kiss Me Deadly
tt0048363,,,,,,TRUE,The Mad Masters,1955,N/A,7-Dec-95,36 min,"Documentary, Short",Jean Rouch,N/A,Jean Rouch,N/A,French,France,N/A,N/A,N/A,7,848,"Mad Masters, The (Les maitres fous)"
tt0048473,,,,42,TRUE,TRUE,Pather Panchali,1955,NOT RATED,22-Sep-58,125 min,Drama,Satyajit Ray,"Bibhutibhushan Bandyopadhyay (novel), Satyajit Ray (screenplay)","Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi, Uma Das Gupta","Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",Bengali,India,Nominated for 1 BAFTA Film Award. Another 8 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjA0Njg1OTg0Nl5BMl5BanBnXkFtZTgwNzQ2MzkwNzE@._V1_SX300.jpg,N/A,8.4,"13,695",Pather Panchali
tt0048545,,59,,,,TRUE,Rebel Without a Cause,1955,PG-13,27-Oct-55,111 min,Drama,Nicholas Ray,"Stewart Stern (screen play), Irving Shulman (adaptation), Nicholas Ray (from a story by)","James Dean, Natalie Wood, Sal Mineo, Jim Backus","A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",English,USA,Nominated for 3 Oscars. Another 2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg2ODcxOTU1OV5BMl5BanBnXkFtZTgwNzA3ODI1MDE@._V1_SX300.jpg,N/A,7.8,"63,553",Rebel Without A Cause
tt0048452,,,,24,,TRUE,Ordet,1955,NOT RATED,10-Jan-55,126 min,"Drama, Fantasy",Carl Theodor Dreyer,Kaj Munk (play),"Hanne Aagesen, Kirsten Andreasen, Sylvia Eckhausen, Birgitte Federspiel","Follows the lives of the Brogen family, as they deal with inner conflict, as well as religious conflict with one and other, and the rest of the town. The various events that unfold throughout the film tests all of their faith and beliefs.",Danish,Denmark,Won 1 Golden Globe. Another 6 wins & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTNkYzgxNzQtYmRlZS00YjllLWE1Y2UtYzA2YTZmYTQyMGUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,8.1,"10,029",Ordet
